Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDVIS030F2,Arceuthobium tsugense ssp. mertensianae,mountain hemlock dwarf mistletoe,MHmm,S3 (2017),Blue,G5T3T4 (2002),,,,,Y,
PDVIS030F1,Arceuthobium tsugense ssp. tsugense,hemlock dwarf mistletoe,,S5 (2020),Yellow,G5TNR,,,,,,
PMPOA0H011,Arctagrostis latifolia ssp. arundinacea,polargrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST2V012,Arctanthemum arcticum ssp. arcticum,arctic daisy,CWHwm,S2 (2019),Red,G5TNR,,,,,Y,
PDRAN0S010,Arcteranthis cooleyae,Cooley's buttercup,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0M010,Arctium lappa,great burdock,,SNA (2019),Exotic,GNR,,,,,,
PDAST0M080,Arctium minus,common burdock,,SNA (2019),Exotic,GNR,,,,,,
NBMUS41010,Arctoa blyttii,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS0H010,Arctoa fulvella,,,S4S5 (2015),Yellow,G5 (2014),,,,,,
NBMUS41040,Arctoa starkei,,,S4S5 (2011),Yellow,G5 (2016),,,,,,
PMPOA0J010,Arctophila fulva,pendantgrass,BAFA; BWBSdk; CMA; SWBun; SWBuns,S3 (2019),Blue,G5 (2016),,,,,Y,
PMPOA4Z0S0,Arctopoa eminens,eminent bluegrass,CWHvm,S3 (2022),Blue,G5 (2016),,,,,Y,
PDERI04090,Arctostaphylos columbiana,hairy manzanita,,S5 (2019),Yellow,G5 (2019),,,,,,
PDERI041J0,Arctostaphylos uva-ursi,kinnikinnick,,S5 (2019),Yellow,G5 (2016),,,,,,
PDERI042J0,Arctostaphylos x media,northwestern manzanita,,SNA (2021),No Status,GNA (2016),,,,,,
PDERI04020,Arctous alpinus,alpine bearberry,,S5 (2019),Yellow,G5 (2015),,,,,,
PDERI041D0,Arctous rubra,red bearberry,,S5 (2019),Yellow,G5 (2015),,,,,,
PDCAR040H0,Arenaria longipedunculata,low sandwort,,S3S4 (2019),Yellow,G3G4 (2012),,,,,,
PDCAR040P2,Arenaria serpyllifolia var. serpyllifolia,thyme-leaved sandwort,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA0K0W1,Aristida purpurea var. longiseta,red three-awn,,S4S5 (2019),Yellow,G5T5? (1994),,,,,,
PDPLU01017,Armeria maritima ssp. californica,thrift,,S4 (2020),Yellow,G5T3T5 (2002),,,,,,
PDPLU01018,Armeria maritima ssp. maritima,thrift,,SNA (2008),Exotic,G5TNR,,,,,,
PDBRA07020,Armoracia rusticana,common horseradish,,SNA (2019),Exotic,GNR,,,,,,
NBHEP0A010,Arnellia fennica,,,S1S3 (2021),Red,G5 (1991),,,,,,
PDAST0Q0U1,Arnica angustifolia ssp. angustifolia,narrow-leaf arnica,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDAST0Q0U2,Arnica angustifolia ssp. tomentosa,alpine arnica,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDAST0Q050,Arnica chamissonis,meadow arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q060,Arnica cordifolia,heart-leaved arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q090,Arnica fulgens,orange arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0W0,Arnica gracilis,tall mountain arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0V1,Arnica griscomii ssp. frigida,northern arnica,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PDAST0Q030,Arnica lanceolata ssp. prima,streambank arnica,,S5 (2019),Yellow,G5 (2019),,,,,,
PDAST0Q0B0,Arnica latifolia,mountain arnica,,S5 (2019),Yellow,G5 (2015),,,,,,
PDAST0Q0C0,Arnica lessingii,purple arnica,,S5 (2019),Yellow,G5 (2014),,,,,,
PDAST0Q0D0,Arnica lonchophylla,northern arnica,,S4 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0E0,Arnica longifolia,seep-spring arnica,ESSFxcp; ICHvk; IMAun,S3 (2019),Blue,G5 (1988),,,,,Y,
PDAST0Q0F0,Arnica louiseana,Lake Louise arnica,IMA,S3 (2019),Blue,G3 (2021),,,,,Y,
PDAST0Q100,Arnica mollis,hairy arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0X0,Arnica ovata,leaf arnica,,S5 (2019),Yellow,GNA (2015),,,,,,
PDAST0Q0J0,Arnica parryi,Parry's arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0K0,Arnica rydbergii,Rydberg's arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0Q0L0,Arnica sororia,twin arnica,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA0L012,Arrhenatherum elatius ssp. bulbosum,bulbous tall oatgrass,,SNA,Exotic,GNRTNR,,,,,,
PMPOA0L014,Arrhenatherum elatius ssp. elatius,tall oatgrass,,SNA,Exotic,GNRTNR,,,,,,
PDAST0S020,Artemisia absinthium,wormwood,,SNA (2019),Exotic,GNR,,,,,,
PDAST0S030,Artemisia alaskana,Alaskan sagebrush,BWBSdk; SWBun,S2S3 (2019),Blue,G4 (2016),,,,,Y,
PDAST0S0A0,Artemisia biennis,biennial wormwood,,SU (2019),Unknown,G5 (2016),,,,,,
PDAST0S2A1,Artemisia borealis ssp. borealis,boreal wormwood,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST0S2B1,Artemisia campestris ssp. pacifica,northern wormwood,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST0S0G0,Artemisia douglasiana,Douglas' sagewort,,SU (2019),Unknown,G5 (1988),,,,,Y,
PDAST0S0H0,Artemisia dracunculus,tarragon,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0S0L0,Artemisia frigida,prairie sagewort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0S0M0,Artemisia furcata,three-forked mugwort,BAFA; CWHvh,S2S3 (2019),Blue,G4 (1991),,,,,Y,
PDAST0S2F0,Artemisia herriotii,Herriot's sage,,S3S4 (2019),Yellow,GNR,,,,,,
PDAST0S0V0,Artemisia lindleyana,Columbia River mugwort,,S4S5 (2015),Yellow,G5 (1989),,,,,,
PDAST0S0YB,Artemisia ludoviciana ssp. candicans,western mugwort,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDAST0S0YG,Artemisia ludoviciana ssp. ludoviciana,western mugwort,,S5 (2020),Yellow,G5TNR,,,,,,
PDAST0S110,Artemisia michauxiana,Michaux's mugwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0S132,Artemisia norvegica ssp. saxatilis,mountain sagewort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST0S2G0,Artemisia princeps,Japanese mugwort,,SNA (2021),Exotic,GNR,,,,,,
PDAST0S1P0,Artemisia suksdorfii,Suksdorf's mugwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0S1Q0,Artemisia tilesii,Aleutian mugwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0S1R2,Artemisia tridentata ssp. tridentata,big sagebrush,,S5 (2020),Yellow,G5T4T5 (2016),,,,,,
PDAST0S1R3,Artemisia tridentata ssp. vaseyana,mountain sagebrush,,S4S5 (2011),Yellow,G5T4T5 (2016),,,,,,
PDAST0S1S2,Artemisia tripartita ssp. tripartita,threetip sagebrush,,S4 (2019),Yellow,G5T5 (2016),,,,,,
PDAST0S1V0,Artemisia vulgaris,common mugwort,,SNA (2019),Exotic,GU (2006),,,,,,
PMARA05010,Arum italicum,Italian arum,,SNA (2019),Exotic,GNR (2004),,,,,,
PDROS07011,Aruncus dioicus var. acuminatus,goatsbeard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDARI02033,Asarum caudatum,wild ginger,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDASC021S0,Asclepias speciosa,showy milkweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST2R070,Askellia elegans,elegant hawksbeard,,S5 (2019),Yellow,G5 (2015),,,,,,
PDAST2R0C0,Askellia pygmaea,dwarf hawksbeard,,S5 (2019),Yellow,G5 (2016),,,,,,
PMLIL08030,Asparagus officinalis,garden asparagus,,SNA (2019),Exotic,G5? (1996),,,,,,
PDBOR04010,Asperugo procumbens,madwort,,SNA (2019),Exotic,GNR,,,,,,
PPADI07030,Aspidotis densa,dense lace fern,,S5 (2019),Yellow,G5 (2011),,,,,,
PPASP02230,Asplenium adulterinum,corrupt spleenwort,CMA; CWHvm; CWHwh; MHmm,S3 (2019),Blue,G3? (2011),,,,,Y,
PPASP021K1,Asplenium trichomanes ssp. quadrivalens,limestone maidenhair spleenwort,,S4S5 (2020),Yellow,G5T5? (2011),,,,,,
PPASP021K2,Asplenium trichomanes ssp. trichomanes,maidenhair spleenwort,,S5 (2020),Yellow,G5T5 (2011),,,,,,
PPASP02250,Asplenium viride,green spleenwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0T041,Aster alpinus ssp. vierhapperi,alpine aster,,S4 (2019),Yellow,G5T5 (2016),,,,,,
NBHEP0C050,Asterella lindenbergiana,,,S1S3 (2021),Red,G3G5 (1999),,,,,,
PDFAB0F090,Astragalus agrestis,field milk-vetch,,S5 (2019),Yellow,G5 (2016),,,,,,
PDFAB0F0D3,Astragalus alpinus var. alpinus,alpine milk-vetch,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFAB0F0H0,Astragalus americanus,American milk-vetch,,S5 (2019),Yellow,G5 (2016),,,,,,
PDFAB0FBA0,Astragalus australis,southern milk-vetch,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDFAB0F184,Astragalus beckwithii var. weiserensis,Weiser milk-vetch,,SU (2019),Unknown,G5T5 (2002),,,,,,
PDFAB0F1E0,Astragalus bourgovii,Bourgeau's milk-vetch,,S4 (2019),Yellow,G4G5 (2016),,,,,,
PDFAB0F1Q5,Astragalus canadensis var. brevidens,Canadian milk-vetch,,SU (2020),Unknown,G5T5 (2016),,,,,,
PDFAB0F1Q2,Astragalus canadensis var. canadensis,Canadian milk-vetch,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDFAB0F1Q6,Astragalus canadensis var. mortonii,Canadian milk-vetch,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDFAB0F220,Astragalus cicer,chick-pea milk-vetch,,SNA (2019),Exotic,G5 (1994),,,,,,
PDFAB0F281,Astragalus collinus var. collinus,hillside milk-vetch,,S4S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFAB0F2G8,Astragalus crassicarpus var. paysonii,ground plum milk-vetch,MSdk,S1 (2019),Red,G5TNR,,,,,Y,
PDFAB0F320,Astragalus drummondii,Drummond's milk-vetch,MSdk,S1 (2019),Red,G5 (2016),,,,,Y,
PDFAB0F3B0,Astragalus eucosmus,elegant milk-vetch,,S5? (2019),Yellow,G5 (2012),,,,,,
PDFAB0F3D0,Astragalus falcatus,Russian sickle milk-vetch,,SNA (2019),Exotic,G5 (1994),,,,,,
PDFAB0F3F0,Astragalus filipes,threadstalk milk-vetch,,SU (2019),Unknown,G5 (2016),,,,,,
PDFAB0F061,Astragalus laxmannii var. robustior,standing milk-vetch,,S4S5 (2020),Yellow,G5T5 (2015),,,,,,
PDFAB0F062,Astragalus laxmannii var. tananaicus,Laxmann's milk-vetch,,SU (2020),Unknown,G5T3T4 (2015),,,,,Y,
PDFAB0FB9A,Astragalus lentiginosus var. lentiginosus,freckled milk-vetch,,SU (2019),Unknown,G5T4 (1991),,,,,,
PDFAB0F4Z0,Astragalus lotiflorus,lotus milk-vetch,,S4 (2019),Yellow,G5 (2016),,,,,,
PDFAB0F5A0,Astragalus microcystis,least bladdery milk-vetch,ICHdw,S2S3 (2019),Blue,G5 (1985),,,,,Y,
PDFAB0F5F4,Astragalus miser var. miser,timber milk-vetch,,SU (2020),Unknown,G5T5 (2016),,,,,,
PDFAB0F5FC,Astragalus miser var. serotinus,timber milk-vetch,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDFAB0F5G6,Astragalus missouriensis var. missouriensis,Missouri milk-vetch,MSdw,S1S3,Red,G5T5 (2002),,,,,Y,
PDFAB0F650,Astragalus nutzotinensis,Nutzotin milk-vetch,,S4 (2019),Yellow,G4G5 (2016),,,,,,
PDFAB0F7A2,Astragalus purshii var. glareosus,woollypod milk-vetch,,S5 (2020),Yellow,G5T4 (2016),,,,,,
PDFAB0F7A7,Astragalus purshii var. purshii,woollypod milk-vetch,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDFAB0F7P5,Astragalus robbinsii var. minor,Robbins' milk-vetch,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFAB0F7X0,Astragalus sclerocarpus,The Dalles milk-vetch,BGxh,S2 (2019),Red,G5 (2016),,,,,Y,Y
PDFAB0F8D0,Astragalus spaldingii,Spalding's milk-vetch,BGxh,S1 (2019),Red,G3G4 (2003),,,,,Y,
PDFAB0F8Q0,Astragalus tenellus,pulse milk-vetch,,S5 (2019),Yellow,G5 (2016),,,,,,
PDFAB0F980,Astragalus umbellatus,tundra milk-vetch,,S4 (2019),Yellow,G4 (2016),,,,,,
PDFAB0F9E2,Astragalus vexilliflexus var. vexilliflexus,bent-flowered milk-vetch,,S4 (2019),Yellow,G4T4 (2016),,,,,,
PPDRY02010,Athyrium distentifolium var. americanum,alpine lady fern,,S5 (2019),Yellow,G4G5 (2011),,,,,,
PPDRY02024,Athyrium filix-femina var. cyclosorum,lady fern,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA08010,Athysanus pusillus,common sandweed,,S5 (2019),Yellow,G5 (2019),,,,,,
PDCAR0U060,Atocion armeria,sweet William catchfly,,SNA (2019),Exotic,GU (2015),,,,,,
NBMUS0M040,Atrichum flavisetum,,,S2S3 (2015),Blue,GU (2000),,,,,,
NBMUS0M060,Atrichum selwynii,,,S5? (2015),Yellow,G5 (2014),,,,,,
NBMUS0M070,Atrichum tenellum,,BAFA; ESSF,S2 (2015),Red,G4G5 (1991),,,,,,
NBMUS0M080,Atrichum undulatum,,,S5 (2015),Yellow,G5 (2015),,,,,,
PDCHE04053,Atriplex argentea var. argentea,silvery orache,,SU (2019),Unknown,G5T5 (2016),,,,,Y,
PDCHE041V0,Atriplex dioica,saline orache,,S4S5 (2019),Yellow,G5 (1991),,,,,,
PDCHE040M0,Atriplex gardneri var. gardneri,Gardner's sagebrush,BWBSmw,S2 (2019),Red,G5 (2016),,,,,Y,
PDCHE042X0,Atriplex gmelinii,Gmelin's orache,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDCHE040V0,Atriplex hortensis,garden orache,,SNA (2019),Exotic,GNR,,,,,,
PDCHE04300,Atriplex longipes,Baltic saltbush,,SNA (2019),Exotic,GNR,,,,,,
PDCHE042D0,Atriplex micrantha,Russian orache,,SNA (2019),Exotic,G5 (1994),,,,,,
PDCHE041A0,Atriplex oblongifolia,oblong-leaved orache,,SNA (2019),Exotic,GNR (1994),,,,,,
PDCHE041F4,Atriplex patula,common orache,,SNA (2019),Exotic,G5 (2000),,,,,,
PDCHE041N0,Atriplex prostrata,thinleaf orach,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCHE041Q0,Atriplex rosea,red orache,,SNA (2019),Exotic,GNR,,,,,,
PDCHE04230,Atriplex truncata,wedgescale orache,,S4 (2019),Yellow,G5 (1988),,,,,,
PDBRA34010,Aubrieta deltoidea,lilacbush,,SNA (2019),Exotic,GNR,,,,,,
NBMUS0N010,Aulacomnium acuminatum,,BWBS; ESSF; SWB,S2S3 (2011),Blue,G4G5 (2012),,,,,,
NBMUS0N020,Aulacomnium androgynum,,,S5 (2015),Yellow,G5 (2017),,,,,,
NBMUS0N040,Aulacomnium palustre,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS0N050,Aulacomnium turgidum,,,S5? (2015),Yellow,G5 (2015),,,,,,
PMPOA0S010,Avena barbata,slender oat,,SNA,Exotic,GNR,,,,,,
PMPOA0S030,Avena fatua,wild oat,,SNA (2019),Exotic,GNR,,,,,,
PMPOA0S050,Avena sativa,common oat,,SNA (2019),Exotic,GNR,,,,,,
PMPOA22090,Avenella flexuosa,wavy hairgrass,,SNA (2019),Exotic,G5 (2015),,,,,,
PDCHE05010,Axyris amaranthoides,Russian pigweed,,SNA (2019),Exotic,GNR,,,,,,
PPAZO01010,Azolla caroliniana,eastern mosquito fern,,SNA (2019),Exotic,G5 (2015),,,,,,
PPAZO01020,Azolla filiculoides,large mosquito fern,,S4 (2019),Yellow,G5 (2011),,,,,,
PPAZO01030,Azolla mexicana,Mexican mosquito fern,ICHmw; IDFmw; IDFxh,S3 (2019),Blue,G5 (2011),T,1-T (2003),,,Y,
PDAST11020,Balsamorhiza deltoidea,deltoid balsamroot,CDFmm; CWHxm,S2 (2019),Red,G5 (1988),E,1-E (2003),,,Y,Y
PDAST11090,Balsamorhiza sagittata,arrowleaf balsamroot,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA0A010,Barbarea orthoceras,American wintercress,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBRA0A030,Barbarea verna,early wintercress,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0A040,Barbarea vulgaris,bitter wintercress,,SNA (2019),Exotic,GNR,,,,,,
NBHEP0E030,Barbilophozia barbata,,,S5 (2015),Yellow,G5 (2013),,,,,,
NBHEP0E070,Barbilophozia hatcheri,,,S5 (2015),Yellow,G5 (2017),,,,,,
NBHEP0E0A0,Barbilophozia lycopodioides,,,S5 (2015),Yellow,G5 (2013),,,,,,
NBHEP1Y0W0,Barbilophozia sudetica,,,S4 (2021),Yellow,G4G5 (2013),,,,,,
NBMUS0Q061,Barbula convoluta var. convoluta,,,S4S5 (2011),Yellow,G5TNR,,,,,,
NBMUS0Q062,Barbula convoluta var. gallinula,,,S1 (2011),Red,G5T2? (1997),,,,,,
NBMUS0Q0K0,Barbula unguiculata,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS0R060,Bartramia aprica,rigid apple moss,CDF; CWH,S2 (2015),Red,GU (2006),E,1-E (2003),,,Y,Y
NBMUS0R020,Bartramia halleriana,Haller's apple moss,ICHdw; ICHmm; ICHwk; SBSdh; SBSvk,S2 (2015),Red,G4G5 (1996),T,1-T (2003),,,Y,
NBMUS0R030,Bartramia ithyphylla,,,S5? (2015),Yellow,G5 (2015),,,,,,
NBMUS0R050,Bartramia pomiformis,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS0T010,Bartramiopsis lescurii,,,S4S5 (2015),Yellow,G3G5 (2000),,,,,,
PDCHE06020,Bassia hyssopifolia,five-hooked bassia,,SNA (2019),Exotic,GNR (1994),,,,,,
PDCHE0E040,Bassia scoparia,summer-cypress,,SNA (2019),Exotic,GNR,,,,,,
NBHEP0F010,Bazzania ambigua,,,S4 (2021),Yellow,G3G5 (1999),,,,,,
NBHEP0F020,Bazzania denudata,,,S4 (2021),Yellow,G4G5 (1991),,,,,,
NBHEP0F080,Bazzania flaccida,,,SU (2021),Unknown,GNR,,,,,,
NBHEP0F040,Bazzania pearsonii,,,S4 (2015),Yellow,G3G5 (1999),,,,,,
NBHEP0F071,Bazzania tricrenata var. fulfordiae,,,SNR,Not Reviewed,G4TNR,,,,,,
NBHEP0F050,Bazzania tricrenata var. tricrenata,,,S4S5 (2015),Yellow,G4T4 (2018),,,,,,
NBHEP0F062,Bazzania trilobata var. trilobata,,,S3 (2021),Blue,G5T5 (2018),,,,,,
PMPOA0W010,Beckmannia syzigachne,American sloughgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST14010,Bellis perennis,English daisy,,SNA (2019),Exotic,GNR,,,,,,
PDBER02040,Berberis thunbergii,Japanese barberry,,SNA (2019),Exotic,GNR,,,,,,
PDBER02050,Berberis vulgaris,common barberry,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0B010,Berteroa incana,hoary alyssum,,SNA (2019),Exotic,GNR,,,,,,
PDAPI0B010,Berula incisa,cut-leaved water-parsnip,BGxh; CWHdm; IDFxh; PPxh,S3? (2019),Blue,G4G5 (1984),,,,,Y,Y
PDBET02040,Betula glandulosa,dwarf birch,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBET02090,Betula neoalaskana,Alaska paper birch,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBET020B0,Betula occidentalis,water birch,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBET02060,Betula papyrifera,paper birch,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBET020D0,Betula pendula,European birch,,SNA (2019),Exotic,GNR,,,,,,
PDBET020G1,Betula pubescens ssp. pubescens,downy birch,,SNA (2019),Exotic,GNRTNR,,,,,,
PDBET02140,Betula pumila,low birch,,S5 (2019),Yellow,G5 (2015),,,,,,
PDAST18020,Bidens amplissima,Vancouver Island beggarticks,CDFmm; CWHdm; CWHms; CWHxm,S3 (2019),Blue,G3 (2016),SC,1-SC (2003),,,Y,Y
PDAST6A010,Bidens beckii,water marigold,,S4 (2019),Yellow,G5 (2015),,,,,,
PDAST180B0,Bidens cernua,nodding beggarticks,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST180E0,Bidens connata,purplestem beggarticks,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST180R0,Bidens frondosa,common beggarticks,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST181L0,Bidens tripartita,three-parted beggarticks,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST181N0,Bidens vulgata,tall beggarticks,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PDPGN0L0E0,Bistorta bistortoides,American bistort,,S3S4 (2019),Yellow,G5 (2015),,,,,,
PDPGN0L2G0,Bistorta vivipara,alpine bistort,,S5 (2019),Yellow,G5 (2015),,,,,,
NBHEP0G010,Blasia pusilla,,,S4 (2021),Yellow,G5 (2017),,,,,,
NBHEP0H010,Blepharostoma arachnoideum,,,S2 (2021),Red,G3G4 (2007),,,,,,
NBHEP0H022,Blepharostoma trichophyllum ssp. trichophyllum,,,SU (2021),Unknown,G5T5 (1991),,,,,,
NBMUS0V010,Blindia acuta,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6X020,Blindiadelphus campylopodus,,,S3S4 (2015),Yellow,G3G5 (1991),,,,,,
NBMUS6X060,Blindiadelphus recurvatus,,,S1S2 (2015),Red,G4? (1999),,,,,,
NBMUS6X070,Blindiadelphus subimmersus,,SWB,S1S2 (2015),Red,G5? (2000),,,,,,
PDCHE09230,Blitum capitatum,strawberry-blite,,S5 (2019),Yellow,G5 (2015),,,,,,
PDCHE090D2,Blitum hastatum,strawberry-blite,,S4 (2019),Yellow,G5T4T5 (2012),,,,,,
PDCHE0F010,Blitum nuttallianum,poverty weed,,SNA (2019),Exotic,G5 (2015),,,,,,
PDBRA06480,Boechera calderi,Calder's suncress,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBRA06165,Boechera cascadensis,Cascade rockcress,ESSFdc; ESSFmw; IDFdk; IDFxc; IDFxh; MSdm; PPxh,S3 (2019),Blue,G3 (2022),,,,,Y,
PDBRA40050,Boechera collinsii,Collins' suncress,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBRA060G0,Boechera divaricarpa,uplifting suncress,,S5 (2019),Yellow,G5 (2012),,,,,,
PDBRA40330,Boechera drepanoloba,pointing suncress,,S4 (2019),Yellow,GNR,,,,,,
PDBRA40020,Boechera grahamii,Graham's suncress,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBRA40340,Boechera lemmonii,wind-blown suncress,,S5 (2019),Yellow,GNR,,,,,,
PDBRA40370,Boechera lyallii,jewelled suncress,,S5 (2019),Yellow,GNR,,,,,,
PDBRA06164,Boechera macounii,sloppy suncress,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA06162,Boechera microphylla,little-leaved rockcress,,S4 (2019),Yellow,G4 (2012),,,,,,
PDBRA40080,Boechera pauciflora,fuzzy suncress,,S5 (2019),Yellow,G5? (2016),,,,,,
PDBRA06132,Boechera paupercula,tiny suncress,,SU (2022),Unknown,G2G4 (2015),,,,,Y,
PDBRA060W6,Boechera pendulocarpa,earless suncress,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA40170,Boechera polyantha,silver suncrest,,S4 (2019),Yellow,GNR,,,,,,
PDBRA40430,Boechera retrofracta,dangling suncress,,S5 (2019),Yellow,GNR,,,,,,
PDBRA40390,Boechera sparsiflora,stretching suncress,,SU (2019),Unknown,GNR,,,,,Y,
PDBRA40410,Boechera stricta,straight-up suncress,,S5 (2019),Yellow,GNR,,,,,,
PMCYP0Q0P0,Bolboschoenus fluviatilis,river bulrush,BGxh; CWHvh,S2S3 (2019),Blue,G5 (2015),,,,,Y,
PMCYP0Q1K0,Bolboschoenus glaucus,bulbous bulrush,,SNA (2007),Exotic,GNR,,,,,,
PMCYP0Q1Q0,Bolboschoenus maritimus ssp. paludosus,seacoast bulrush,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBOR05010,Borago officinalis,common borage,,SNA (2019),Exotic,GNR,,,,,,
PDORO01020,Boschniakia rossica,northern groundcone,,S4 (2019),Yellow,G5 (2016),,,,,,
PPOPH01250,Botrychium alaskense,Alaska moonwort,,S4 (2019),Yellow,G4 (2012),,,,,,
PPOPH010S0,Botrychium ascendens,upswept moonwort,,S4 (2019),Yellow,G3 (2011),,,,,,
PPOPH01120,Botrychium campestre var. lineare,Linear-leaf moonwort,ESSFvc; ESSFvcp; ESSFwm,S3 (2022),Blue,G3 (2016),,,,,Y,
PPOPH010L0,Botrychium crenulatum,dainty moonwort,,S4 (2019),Yellow,G4 (2018),,,,,,
PPOPH010Q0,Botrychium hesperium,western moonwort,,S4 (2019),Yellow,G4 (2018),,,,,,
PPOPH01070,Botrychium lanceolatum,triangle moonwort,,S4S5 (2019),Yellow,G5 (2011),,,,,,
PPOPH01200,Botrychium michiganense,Michigan moonwort,ICHdw,S3 (2019),Blue,G3 (2012),,,,,Y,
PPOPH010R0,Botrychium minganense,Mingan moonwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PPOPH010K0,Botrychium montanum,mountain moonwort,ICHmc; ICHmw; ICHwk,S3 (2019),Blue,G3G4 (2021),,,,,Y,
PPOPH01280,Botrychium neolunaria,North American moonwort,,S5 (2019),Yellow,GNR,,,,,,
PPOPH01130,Botrychium pallidum,pale moonwort,MSdk,S1S3 (2019),Red,G3 (2008),,,,,,
PPOPH010J0,Botrychium paradoxum,two-spiked moonwort,MSxk,S3? (2019),Blue,G3G4 (2012),,,,,Y,
PPOPH010T0,Botrychium pedunculosum,stalked moonwort,,S4 (2019),Yellow,G3G4 (2016),,,,,,
PPOPH010V0,Botrychium pinnatum,northwestern moonwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PPOPH010E5,Botrychium simplex var. compositum,least moonwort,,S4? (2019),Yellow,G5T3T4 (2014),,,,,,
PPOPH01140,Botrychium spathulatum,spoon-shaped moonwort,,S3S4 (2019),Yellow,G3 (2008),,,,,,
PPOPH01240,Botrychium tunux,moose moonwort,,S4 (2022),Yellow,G3G4 (2016),,,,,,
PPOPH01180,Botrychium yaaxudakeit,Yakutat moonwort,,S4 (2019),Yellow,G3G4 (2012),,,,,,
PPOPH010H0,Botrypus virginianus,rattlesnake fern,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA10090,Bouteloua gracilis,blue grama,,SU (2019),Unknown,G5 (2016),,,,,,
